,1998年1月24日,1,1,,,
,,吳怡跑*#,翁自然,,,
,,中國國民黨,中國國民黨,有效票,無效票,選舉人數
金寧鄉,古寧村,405,353,758,20,1027
金寧鄉,安美村,683,321,1004,17,1244
金寧鄉,后盤村,125,189,314,12,412
金寧鄉,湖埔村,614,225,839,23,995
金寧鄉,榜林村,632,338,970,41,1254
金寧鄉,盤山村,187,535,722,33,952
