,2018年11月24日,1,2,,,
,,林長鴻,陳文顧*,,,
,,中國國民黨,無,有效票,無效票,選舉人數
　金湖鎮,新市里,224,332,556,33,1295
　金湖鎮,新市里,243,307,550,19,1344
　金湖鎮,新市里,278,375,653,17,1345
　金湖鎮,山外里,294,450,744,25,1725
　金湖鎮,山外里,233,404,637,19,1448
　金湖鎮,溪湖里,214,436,650,23,1464
　金湖鎮,蓮庵里,218,479,697,13,1558
　金湖鎮,料羅里,249,485,734,31,1944
　金湖鎮,新湖里,223,470,693,17,1703
　金湖鎮,新湖里,274,401,675,25,1694
　金湖鎮,新湖里,117,449,566,6,1336
　金湖鎮,新湖里,190,400,590,22,1343
　金湖鎮,新湖里,159,482,641,10,1249
　金湖鎮,正義里,209,236,445,17,1196
　金湖鎮,正義里,107,450,557,46,1330
　金湖鎮,瓊林里,277,383,660,30,1581
　金湖鎮,瓊林里,231,355,586,23,1465
