,1998年1月24日,1,2,,,
,,黃清壈*,陳國堯,,,
,,中國國民黨,中國國民黨,有效票,無效票,選舉人數
金沙鎮,汶沙里,972,336,1308,45,1674
金沙鎮,三山里,303,124,427,13,598
金沙鎮,大洋里,241,45,286,8,383
金沙鎮,光前里,347,150,497,16,662
金沙鎮,何斗里,250,256,506,24,653
金沙鎮,西園里,316,49,365,8,482
金沙鎮,官嶼里,327,88,415,16,602
金沙鎮,浦山里,447,115,562,27,745
