,2009年12月5日,1,2,,,
,,林長耕,洪成發*,,,
,,中國國民黨,中國國民黨,有效票,無效票,選舉人數
烈嶼鄉,林湖村,708,546,1254,21,2079
烈嶼鄉,黃埔村,69,490,559,6,873
烈嶼鄉,西口村,286,461,747,8,1332
烈嶼鄉,上林村,182,295,477,5,834
烈嶼鄉,上岐村,202,817,1019,9,1684
