,2006年12月23日,1,2,,,
,,李毅強,陳興坵*,,,
,,中國國民黨,中國國民黨,有效票,無效票,選舉人數
烏坵鄉,大坵村,21,14,35,0,173
烏坵鄉,小坵村,5,51,56,1,182
