,2009年12月5日,1,2,,,
,,陳成勇*,李正騰,,,
,,中國國民黨,中國國民黨,有效票,無效票,選舉人數
金寧鄉,古寧村,286,687,973,40,1897
金寧鄉,安美村,510,261,771,17,1424
金寧鄉,安美村,379,202,581,15,1021
金寧鄉,湖埔村,369,273,642,17,1247
金寧鄉,湖埔村,730,176,906,12,1667
金寧鄉,榜林村,566,296,862,28,1672
金寧鄉,榜林村,364,132,496,12,1012
金寧鄉,盤山村,455,280,735,23,1447
金寧鄉,盤山村,414,154,568,30,1166
金寧鄉,后盤村,272,164,436,13,892
