,2014年11月29日,1,2,,,
,,楊忠俊,陳成勇#*,,,
,,無,中國國民黨,有效票,無效票,選舉人數
金寧鄉,古寧村,150,486,636,20,1497
金寧鄉,古寧村,97,437,534,23,1328
金寧鄉,安美村,259,667,926,32,2086
金寧鄉,安美村,311,383,694,15,1447
金寧鄉,湖埔村,661,209,870,13,1821
金寧鄉,湖埔村,404,859,1263,43,2724
金寧鄉,榜林村,395,785,1180,39,2648
金寧鄉,榜林村,164,442,606,18,1572
金寧鄉,盤山村,237,783,1020,44,2378
金寧鄉,盤山村,384,791,1175,104,2833
金寧鄉,后盤村,166,372,538,17,1279
