,2002年1月26日,3,,,,,,,,,,,
,,陳福海#*,,,,,,,,,,,
,,中國國民黨,有效票,無效票,選舉人數,,,,,,,,
金湖鎮,新市里,1025,1025,197,1805,,,,,,,,
金湖鎮,山外里,787,787,146,1362,,,,,,,,
金湖鎮,正義里,523,523,88,873,,,,,,,,
金湖鎮,料羅里,388,388,36,615,,,,,,,,
金湖鎮,瓊林里,686,686,104,1195,,,,,,,,
金湖鎮,新湖里,949,949,126,1591,,,,,,,,
金湖鎮,溪湖里,375,375,31,570,,,,,,,,
金湖鎮,蓮庵里,341,341,20,564,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
