,2014年11月29日,1,,,
,,陳其德*,,,
,,中國國民黨,有效票,無效票,選舉人數
金沙鎮,汶沙里,590,590,150,1663
金沙鎮,汶沙里,548,548,135,1407
金沙鎮,汶沙里,461,461,134,1416
金沙鎮,何斗里,654,654,128,1718
金沙鎮,浦山里,401,401,119,1068
金沙鎮,浦山里,304,304,72,936
金沙鎮,西園里,433,433,118,1309
金沙鎮,官嶼里,541,541,147,1860
金沙鎮,三山里,587,587,107,1660
金沙鎮,大洋里,348,348,81,1006
金沙鎮,光前里,382,382,109,1030
金沙鎮,光前里,298,298,114,968
