,2009年12月5日,1,2,,,
,,陳興坵#*,李建鴻,,,
,,中國國民黨,無,有效票,無效票,選舉人數
烏坵鄉,大坵村,45,69,114,0,157
烏坵鄉,小坵村,80,47,127,0,182
