,2014年11月29日,1,,,
,,洪成發#*,,,
,,中國國民黨,有效票,無效票,選舉人數
烈嶼鄉,林湖村,451,451,175,1302
烈嶼鄉,林湖村,540,540,144,1595
烈嶼鄉,黃埔村,533,533,64,1328
烈嶼鄉,西口村,845,845,151,2089
烈嶼鄉,上林村,413,413,98,1229
烈嶼鄉,上岐村,970,970,129,2417
