您是否同意我國申請重返聯合國及加入其他組織，名稱採務實、有彈性的策略，亦即贊成以中華民國名義、或以台灣名義、或以其他有助於成功並兼顧尊嚴的名稱，申請重返聯合國及加入其他國際組織？,2008年3月22日,1,2,,,
,,同意,不同意*,,,
,,同意,不同意,有效票,無效票,選舉人數
金城鎮,東門里,42,8,50,3,1478
金城鎮,東門里,41,5,46,5,1596
金城鎮,南門里,34,4,38,1,1442
金城鎮,南門里,39,7,46,2,1977
金城鎮,西門里,50,4,54,1,1610
金城鎮,西門里,38,10,48,7,1819
金城鎮,西門里,26,7,33,1,1342
金城鎮,西門里,33,7,40,1,1251
金城鎮,北門里,24,3,27,0,1187
金城鎮,北門里,39,8,47,4,1536
金城鎮,賢庵里,46,5,51,1,2220
金城鎮,金水里,15,2,17,2,1153
金城鎮,古城里,23,9,32,7,1959
金城鎮,珠沙里,32,2,34,0,1503
金寧鄉,古寧村,12,3,15,2,1707
金寧鄉,安美村,18,2,20,2,1316
金寧鄉,安美村,21,2,23,0,952
金寧鄉,湖埔村,27,3,30,0,1148
金寧鄉,湖埔村,29,8,37,0,1426
金寧鄉,榜林村,17,5,22,1,1506
金寧鄉,榜林村,10,0,10,0,963
金寧鄉,盤山村,69,16,85,9,2206
金寧鄉,后盤村,9,4,13,0,787
金湖鎮,新市里,39,4,43,3,1571
金湖鎮,新市里,44,2,46,2,1438
金湖鎮,山外里,31,1,32,4,983
金湖鎮,山外里,33,4,37,1,1161
金湖鎮,溪湖里,23,1,24,1,893
金湖鎮,蓮庵里,9,2,11,1,910
金湖鎮,料羅里,7,6,13,1,1049
金湖鎮,新湖里,30,7,37,0,1685
金湖鎮,新湖里,47,7,54,0,1758
金湖鎮,正義里,20,1,21,1,1388
金湖鎮,瓊林里,9,2,11,2,992
金湖鎮,瓊林里,11,1,12,1,803
金沙鎮,汶沙里,18,4,22,2,1339
金沙鎮,汶沙里,17,3,20,0,1731
金沙鎮,何斗里,11,0,11,2,1190
金沙鎮,浦山里,12,2,14,1,1244
金沙鎮,西園里,11,1,12,0,877
金沙鎮,官嶼里,15,1,16,1,1176
金沙鎮,三山里,13,0,13,0,1087
金沙鎮,大洋里,7,1,8,1,632
金沙鎮,光前里,15,6,21,1,1287
烈嶼鄉,林湖村,21,1,22,0,1821
烈嶼鄉,黃埔村,4,1,5,0,761
烈嶼鄉,西口村,4,0,4,0,1168
烈嶼鄉,上林村,2,0,2,0,720
烈嶼鄉,上岐村,5,0,5,0,1489
烏坵鄉,大坵村,2,1,3,0,160
烏坵鄉,小坵村,1,0,1,0,175
