,2009年12月5日,1,2,,,
,,陳文顧,蔡西湖*,,,
,,中國國民黨,中國國民黨,有效票,無效票,選舉人數
金湖鎮,新市里,299,478,777,27,1577
金湖鎮,新市里,262,541,803,15,1552
金湖鎮,山外里,275,296,571,9,1066
金湖鎮,山外里,287,311,598,18,1223
金湖鎮,溪湖里,207,266,473,11,939
金湖鎮,蓮庵里,200,274,474,6,985
金湖鎮,料羅里,257,314,571,6,1140
金湖鎮,新湖里,700,242,942,13,1863
金湖鎮,新湖里,567,452,1019,27,2005
金湖鎮,正義里,467,364,831,19,1542
金湖鎮,瓊林里,103,463,566,14,1115
金湖鎮,瓊林里,128,305,433,14,848
