,,1,2,,,
,,陳水扁*,連戰,,,
,,民主進步黨,中國國民黨,有效票,無效票,選舉人數
金城鎮,東門里,65,581,646,12,1023
金城鎮,東門里,51,694,745,19,1129
金城鎮,西門里,53,659,712,30,1145
金城鎮,西門里,46,721,767,23,1246
金城鎮,西門里,63,1028,1091,30,1672
金城鎮,南門里,33,600,633,29,1004
金城鎮,南門里,79,826,905,23,1448
金城鎮,北門里,65,1003,1068,28,1733
金城鎮,古城里,30,848,878,48,1438
金城鎮,金水里,20,481,501,23,788
金城鎮,珠沙里,40,515,555,19,926
金城鎮,賢庵里,57,799,856,53,1419
金寧鄉,古寧村,60,674,734,57,1312
金寧鄉,安美村,59,975,1034,71,1645
金寧鄉,后盤村,16,339,355,16,572
金寧鄉,湖埔村,68,938,1006,47,1614
金寧鄉,榜林村,59,983,1042,47,1675
金寧鄉,盤山村,57,801,858,10,1348
金湖鎮,新市里,44,619,663,21,987
金湖鎮,新市里,55,691,746,7,1134
金湖鎮,山外里,78,897,975,6,1531
金湖鎮,正義里,40,584,624,33,942
金湖鎮,料羅里,20,427,447,16,696
金湖鎮,瓊林里,33,794,827,16,1323
金湖鎮,新湖里,61,536,597,18,899
金湖鎮,新湖里,66,622,688,18,1077
金湖鎮,溪湖里,34,397,431,4,664
金湖鎮,蓮庵里,14,379,393,25,642
金沙鎮,汶沙里,35,572,607,21,1029
金沙鎮,汶沙里,43,707,750,20,1166
金沙鎮,三山里,16,477,493,28,816
金沙鎮,大洋里,12,311,323,15,498
金沙鎮,光前里,28,528,556,11,882
金沙鎮,何斗里,29,511,540,21,866
金沙鎮,西園里,19,354,373,29,650
金沙鎮,官嶼里,18,445,463,31,809
金沙鎮,浦山里,28,556,584,45,942
烈嶼鄉,上岐村,34,617,651,43,1104
烈嶼鄉,上林村,4,304,308,21,579
烈嶼鄉,西口村,16,443,459,2,826
烈嶼鄉,林湖村,33,767,800,29,1314
烈嶼鄉,黃埔村,10,319,329,4,574
烏坵鄉,大坵村,6,54,60,0,106
烏坵鄉,小坵村,4,57,61,0,160
