,2018年11月24日,1,,,
,,吳志成*#,,,
,,無,有效票,無效票,選舉人數
金湖鎮,新市里,528,528,60,1290
金湖鎮,新市里,525,525,44,1343
金湖鎮,新市里,622,622,46,1343
