,2018年11月24日,1,2,,,
,,楊振嵩*#,楊秀清,,,
,,無,無,有效票,無效票,選舉人數
金寧鄉,湖埔村,484,168,652,14,1619
金寧鄉,湖埔村,488,148,636,50,1510
金寧鄉,湖埔村,650,154,804,39,1771
金寧鄉,湖埔村,568,113,681,27,1670
