,2022年11月26日,1,2,,,
,,顏士強*#,盧志椿,,,
,,無,中國國民黨,有效票,無效票,選舉人數
金城鎮,賢庵里,497,101,598,10,1574
金城鎮,賢庵里,491,92,583,18,1512
金城鎮,賢庵里,468,85,553,10,1588
