,2018年11月24日,1,2,,,
,,楊振嵩*,楊朝基#,,,
,,中國國民黨,中國國民黨,有效票,無效票,選舉人數
金寧鄉,湖埔村,522,337,859,22,1814
金寧鄉,湖埔村,598,643,1241,62,2713
