,2014年11月29日,1,2,,,
,,董華安*,陳承吉,,,
,,中國國民黨,中國國民黨,有效票,無效票,選舉人數
金城鎮,古城里,491,44,535,16,1195
金城鎮,古城里,258,617,875,26,1921
