,2022年11月26日,1,,,
,,楊龍傳*#,,,
,,中國國民黨,有效票,無效票,選舉人數
金寧鄉,榜林村,375,375,42,968
金寧鄉,榜林村,300,300,46,932
金寧鄉,榜林村,530,530,65,1752
金寧鄉,榜林村,525,525,74,1523
