,2014年11月29日,1*#,,,
,,楊雨川,,,
,,中國國民黨,有效票,無效票,選舉人數
金城鎮,西門里,909,909,133,2220
金城鎮,西門里,923,923,116,2360
金城鎮,西門里,840,840,113,2023
金城鎮,西門里,860,860,158,2076
