,2018年11月24日,1,2,,,
,,鄭易岳*,楊耀芸#,,,
,,無,無,有效票,無效票,選舉人數
金城鎮,南門里,403,349,752,32,1829
金城鎮,南門里,329,273,602,33,1614
金城鎮,南門里,387,475,862,28,1827
